instance_idx,instance,epsilon,runtime
2177,[0.90169428 0.92628385 0.00907071],0.399,66.20604991912842
2178,[0.07537335 0.2503748  0.66952406],0.23900000000000002,62.77633261680603
2179,[0.8883336  0.45998122 0.60715947],0.265,63.02256488800049
2180,[0.18847497 0.80504428 0.96764334],0.08700000000000001,53.70613884925842
2181,[0.26858392 0.49486908 0.08611618],0.017,60.563886642456055
2182,[0.55915748 0.50282745 0.14445741],0.129,62.02756953239441
2183,[0.4420726  0.33412999 0.52198677],0.015,58.433300256729126
2184,[0.58567842 0.00848488 0.76124742],0.107,51.70405840873718
2185,[0.71305409 0.36631529 0.05292414],0.139,62.20867085456848
2186,[0.7549775  0.95526923 0.24020675],0.399,66.06989288330078
2187,[0.32351638 0.1838216  0.57711173],0.149,62.23882532119751
2188,[0.15481236 0.35622173 0.69723156],0.147,62.43997573852539
2189,[0.56013692 0.3864937  0.42036917],0.069,52.77205753326416
2190,[0.56213207 0.00585374 0.07850722],0.113,51.64813804626465
2191,[0.88131861 0.07787597 0.70702565],0.07100000000000001,62.62699604034424
2192,[0.92010349 0.27070192 0.37059321],0.189,62.980573654174805
2193,[0.56894343 0.88179491 0.94221172],0.317,61.91120386123657
2194,[0.73960632 0.08661771 0.66936274],0.007,51.05486059188843
2195,[0.41030619 0.47074146 0.04913524],0.041,61.23274064064026
2196,[0.19103757 0.79058946 0.45409046],0.08700000000000001,52.790234088897705
2197,[0.30165131 0.38404994 0.85467435],0.063,51.02860689163208
2198,[0.74904325 0.2723339  0.11751313],0.109,61.283997774124146
2199,[0.25198117 0.92084672 0.58176611],0.179,61.77709174156189
2200,[0.53349786 0.59644797 0.36612844],0.161,63.396029472351074
2201,[0.80715842 0.52333253 0.11675893],0.261,62.77256202697754
2202,[0.12903291 0.53690692 0.93687444],0.07300000000000001,62.130515336990356
2203,[0.30834202 0.86962576 0.76433813],0.181,54.95258021354675
2204,[0.24779487 0.03633313 0.10185296],0.255,61.30956315994263
2205,[0.72853564 0.1996802  0.37137297],0.059000000000000004,60.945608139038086
2206,[0.5017129  0.72553682 0.11324099],0.211,62.329341411590576
2207,[0.40636839 0.48511496 0.54098976],0.041,61.594910860061646
2208,[0.81841343 0.17168556 0.80808964],0.08700000000000001,53.91527223587036
2209,[0.69291574 0.5559207  0.69974732],0.215,60.89021706581116
2210,[0.41202042 0.13840127 0.66597262],0.127,59.68505072593689
2211,[0.52468888 0.63943392 0.33808893],0.177,62.95967745780945
2212,[0.90693028 0.58742324 0.0854023 ],0.343,62.4035062789917
2213,[0.44981133 0.75642812 0.79438785],0.195,62.72142314910889
2214,[0.49460991 0.89483496 0.26773344],0.291,63.34814739227295
2215,[0.4106012  0.89868472 0.89654653],0.245,62.91184997558594
2216,[0.6857492  0.85906397 0.08877429],0.369,57.095956802368164
2217,[0.86505351 0.32064375 0.17836456],0.189,62.485947132110596
2218,[0.23935122 0.41800313 0.25125111],0.07100000000000001,60.49660849571228
2219,[0.32055899 0.13498179 0.29625196],0.171,62.72776484489441
2220,[0.57230625 0.44189097 0.34681203],0.10300000000000001,60.46700692176819
2221,[0.74649605 0.89359722 0.75702915],0.399,65.89065861701965
2222,[0.33199351 0.74451292 0.15200381],0.137,54.2455358505249
2223,[0.13028593 0.34565365 0.80796051],0.165,62.16247320175171
2224,[0.2463305  0.06324877 0.13172591],0.243,62.11531066894531
2225,[0.85880273 0.63384179 0.25326099],0.341,64.32922410964966
2226,[0.55531617 0.52762637 0.65563966],0.135,63.55289936065674
2227,[0.23316818 0.86448701 0.30944848],0.14500000000000002,63.242953300476074
2228,[0.69416912 0.01611479 0.37275968],0.047,63.00797629356384
2229,[0.35170506 0.54353294 0.07273155],0.047,61.66084694862366
2230,[0.79018068 0.21779327 0.67724922],0.097,63.66310906410217
2231,[0.80326304 0.5619275  0.74111745],0.273,65.0363986492157
2232,[0.6618938  0.35555751 0.80911709],0.099,63.35078954696655
2233,[0.29468958 0.5712645  0.74563359],0.027000000000000003,60.60287952423096
2234,[0.37895451 0.30278948 0.45947956],0.061,61.554301500320435
2235,[0.81801623 0.93001304 0.54524763],0.399,65.10964584350586
2236,[0.66149964 0.90336195 0.09855137],0.379,63.84821963310242
2237,[0.23205907 0.70896682 0.82400834],0.063,52.47327995300293
2238,[0.85708658 0.41514148 0.08934112],0.233,62.5516152381897
2239,[0.43778733 0.23074849 0.29126987],0.065,60.8861289024353
2240,[0.77231466 0.07552381 0.82784647],0.015,59.62716269493103
2241,[0.42767369 0.59611826 0.08965356],0.111,62.707319021224976
2242,[0.33735255 0.08969921 0.96185688],0.191,63.75561857223511
2243,[0.80731306 0.45967199 0.22365179],0.229,63.300055265426636
2244,[0.93352208 0.3446231  0.16101128],0.23500000000000001,63.87595224380493
2245,[0.5631857  0.94386693 0.00380093],0.35100000000000003,55.12232065200806
2246,[0.23810608 0.93853986 0.17111642],0.185,63.97647404670715
2247,[0.11320929 0.57023868 0.86212132],0.063,51.47283673286438
2248,[0.47712052 0.99466269 0.67938387],0.327,62.0393123626709
2249,[0.07403591 0.99293037 0.40800939],0.185,63.9467339515686
2250,[0.28738984 0.55792929 0.3043857 ],0.021,60.72653841972351
2251,[0.08642004 0.00141687 0.44971341],0.355,63.7517466545105
2252,[0.83691849 0.57236689 0.99953393],0.295,63.60013508796692
2253,[0.28683389 0.28047447 0.15977586],0.115,62.77406716346741
2254,[0.16403569 0.28520652 0.79309287],0.179,62.953612089157104
2255,[0.90582035 0.97518345 0.232342  ],0.399,65.98225975036621
2256,[0.88135809 0.32827978 0.11285017],0.201,52.56086087226868
2257,[0.87008408 0.6361644  0.16475908],0.34900000000000003,63.07650661468506
2258,[0.42983613 0.28727785 0.73702735],0.045,61.11530137062073
2259,[0.45342401 0.98937779 0.05473383],0.319,54.80660343170166
2260,[0.35501091 0.48194186 0.50328277],0.013000000000000001,51.15458154678345
2261,[0.31592665 0.72930932 0.87502919],0.113,53.5257294178009
2262,[0.93878693 0.80517084 0.85085367],0.399,65.53757786750793
2263,[0.55056506 0.82596799 0.30358172],0.28300000000000003,63.60424876213074
2264,[0.39847977 0.31693645 0.46752376],0.045,62.043386459350586
2265,[0.2855667  0.96170623 0.31292578],0.219,54.80828666687012
2266,[0.0980085  0.52686383 0.05708877],0.085,62.64492845535278
2267,[0.11050867 0.21940203 0.46448559],0.23500000000000001,63.160948038101196
2268,[0.43325623 0.79976873 0.73970839],0.20700000000000002,54.66486954689026
2269,[0.42632273 0.3337295  0.31655124],0.021,60.44822859764099
2270,[0.7740424  0.05206653 0.01279551],0.013000000000000001,51.935391664505005
2271,[0.79559436 0.47718755 0.13089722],0.233,62.467241287231445
2272,[0.23554685 0.93259552 0.85977964],0.17500000000000002,54.54518222808838
2273,[0.70982445 0.48226696 0.52047899],0.189,64.34097242355347
2274,[0.97531667 0.96586569 0.21531531],0.399,66.40130615234375
2275,[0.81115646 0.19725286 0.21358312],0.101,52.35614895820618
2276,[0.67612827 0.40503428 0.93184684],0.131,54.356590032577515
2277,[0.08897258 0.51157062 0.9188193 ],0.10500000000000001,60.31265330314636
2278,[0.90417702 0.1565349  0.3667381 ],0.125,53.34949994087219
2279,[0.61914962 0.15940089 0.96833765],0.019000000000000003,51.40502691268921
2280,[0.914814   0.16695702 0.12116806],0.139,61.05626106262207
2281,[0.08537088 0.90953268 0.19366233],0.107,52.2185492515564
2282,[0.41628813 0.4488894  0.59919455],0.027000000000000003,59.353251934051514
2283,[0.07169606 0.22677208 0.9317928 ],0.255,62.63269376754761
2284,[0.908474   0.78136548 0.01937745],0.399,65.85619497299194
2285,[0.32699896 0.6280166  0.2752579 ],0.075,53.663644552230835
2286,[0.90965073 0.63394798 0.0719017 ],0.367,63.640897035598755
2287,[0.90906955 0.95786102 0.07770948],0.399,65.97652816772461
2288,[0.53237775 0.30338622 0.39294884],0.015,59.4793918132782
2289,[0.17962524 0.57812444 0.95829124],0.027000000000000003,60.11335587501526
2290,[0.50308651 0.08291212 0.62019234],0.109,61.228633642196655
2291,[0.34021682 0.85600828 0.43480288],0.193,64.22115731239319
2292,[0.19281526 0.19111514 0.76900839],0.211,61.11549234390259
2293,[0.26557222 0.76730667 0.20593021],0.115,61.87005376815796
2294,[0.32167791 0.46552685 0.94350245],0.013000000000000001,50.33121109008789
2295,[0.93179819 0.20688313 0.35831643],0.165,62.51226592063904
2296,[0.14936968 0.51002988 0.46071654],0.07100000000000001,61.200788736343384
2297,[0.90082311 0.93009667 0.38367384],0.399,66.32494187355042
2298,[0.49175045 0.8963238  0.80696559],0.28500000000000003,63.130733013153076
2299,[0.00360863 0.32008335 0.42189436],0.23700000000000002,54.93106174468994
2300,[0.22969648 0.19958207 0.03776729],0.183,65.82824921607971
2301,[0.64340093 0.26252771 0.05233517],0.053000000000000005,60.304258584976196
2302,[0.23095966 0.80199106 0.85176298],0.107,53.79600954055786
2303,[0.48307768 0.41610508 0.97817268],0.041,63.170106649398804
2304,[0.20054126 0.21537148 0.29194083],0.191,64.56673383712769
2305,[0.17273049 0.37939595 0.91112925],0.129,62.89553260803223
2306,[0.61537559 0.4119805  0.93471425],0.10500000000000001,60.625704765319824
2307,[0.04842208 0.21028781 0.56606026],0.271,63.31384301185608
2308,[0.6155804  0.03955025 0.40315217],0.07300000000000001,63.94430112838745
2309,[0.64918588 0.69813617 0.6383374 ],0.265,62.27745199203491
2310,[0.32055462 0.09351884 0.42723447],0.193,63.70274376869202
2311,[0.12872218 0.9477169  0.47531008],0.139,62.29605197906494
2312,[0.31725017 0.76637724 0.49809595],0.137,53.8251850605011
2313,[0.31002413 0.81204597 0.86743155],0.153,61.8388307094574
2314,[0.67304303 0.04695798 0.56649469],0.043000000000000003,60.49916100502014
2315,[0.76334091 0.13650648 0.2287218 ],0.047,61.453529596328735
2316,[0.8825558  0.02011231 0.75296561],0.067,61.53332209587097
2317,[0.47378358 0.44680997 0.00706834],0.061,61.51529669761658
2318,[0.81945114 0.35985309 0.5409283 ],0.183,63.11987280845642
2319,[0.67733608 0.7026957  0.95629123],0.281,55.33816337585449
2320,[0.53135734 0.39975215 0.95401398],0.055,60.189860343933105
2321,[0.64214129 0.29817172 0.12647874],0.069,54.419830083847046
2322,[0.84261027 0.36221005 0.6606752 ],0.193,62.096839904785156
2323,[0.47082635 0.19894016 0.60187107],0.069,53.96173429489136
2324,[0.06064242 0.41337657 0.5467797 ],0.163,54.22842597961426
2325,[0.43605261 0.74874339 0.82819033],0.183,62.99763798713684
2326,[0.77129005 0.03880561 0.19416747],0.003,57.67386317253113
2327,[0.53662555 0.93491386 0.83522466],0.327,61.53467154502869
2328,[0.84259027 0.30323011 0.42957076],0.167,63.619884967803955
2329,[0.47071586 0.15737736 0.03104851],0.083,61.86263346672058
2330,[0.94697153 0.24072759 0.24000399],0.189,63.11880707740784
2331,[0.08334121 0.92859887 0.57991372],0.11900000000000001,53.571738958358765
2332,[0.66707098 0.91166614 0.34571305],0.383,63.988160371780396
2333,[0.62153582 0.03879211 0.1868086 ],0.069,54.20340394973755
2334,[0.83130018 0.76684158 0.35073737],0.393,64.46428894996643
2335,[3.76808963e-01 5.33601846e-01 2.10361047e-04],0.055,60.31597423553467
2336,[0.24122595 0.20824322 0.2505418 ],0.17300000000000001,63.72450566291809
2337,[0.80595709 0.27969317 0.19155909],0.139,61.930439710617065
2338,[0.50427751 0.8657292  0.24140529],0.281,56.62568378448486
2339,[0.0784978  0.35643254 0.74788849],0.185,64.8982892036438
2340,[0.55071032 0.81687213 0.95990461],0.275,55.3182897567749
2341,[0.79271209 0.60385827 0.4934873 ],0.291,65.13850474357605
2342,[0.0400259  0.98441928 0.38358754],0.177,62.7981812953949
2343,[0.15219886 0.666771   0.28435923],0.007,50.05288529396057
2344,[0.58580237 0.58682121 0.4458585 ],0.181,54.96549320220947
2345,[0.83617359 0.26498475 0.44876231],0.14500000000000002,63.38686203956604
2346,[0.5377103  0.66368653 0.7842215 ],0.191,63.99461889266968
2347,[0.39480784 0.64610681 0.15063409],0.11900000000000001,53.40246224403381
2348,[0.93271498 0.38308956 0.7297516 ],0.249,64.1503803730011
2349,[0.02029546 0.20519821 0.48722602],0.28700000000000003,54.01616668701172
2350,[0.87831264 0.52730187 0.93017231],0.293,63.14190220832825
2351,[0.48380842 0.49049174 0.11975889],0.085,62.23159408569336
2352,[0.80270709 0.24698111 0.8999035 ],0.115,61.25168466567993
2353,[0.91088841 0.94340287 0.52038582],0.399,64.72398662567139
2354,[0.67712915 0.7785904  0.13103075],0.323,62.75543451309204
2355,[0.60098317 0.03429006 0.4977133 ],0.085,63.288190841674805
2356,[0.15481365 0.18293153 0.36514739],0.229,63.12998557090759
2357,[0.43244236 0.62322975 0.07442431],0.127,61.11270833015442
2358,[0.50370574 0.18263371 0.57414972],0.059000000000000004,60.98784637451172
2359,[0.63743508 0.55675923 0.73852883],0.189,62.99116396903992
2360,[0.3356025  0.76517963 0.43289113],0.14500000000000002,63.19768166542053
2361,[0.48419607 0.64816222 0.01833422],0.165,63.47366237640381
2362,[0.65402674 0.61864197 0.3099272 ],0.231,53.78624248504639
2363,[0.08575673 0.09093388 0.9235232 ],0.315,62.27855157852173
2364,[0.68931619 0.12710504 0.35682002],0.005,59.15350389480591
2365,[0.59250792 0.83565254 0.04364581],0.311,63.44856595993042
2366,[0.23661418 0.88983582 0.0091381 ],0.163,54.015238761901855
2367,[0.20137581 0.95911868 0.61359049],0.17300000000000001,63.71253037452698
2368,[0.2616555  0.06698687 0.02817069],0.233,61.13958764076233
2369,[0.24472713 0.88157174 0.41603167],0.159,62.46513366699219
2370,[0.72037407 0.91837503 0.40815566],0.399,65.11952447891235
2371,[0.19125283 0.51716352 0.90837773],0.051000000000000004,51.65094566345215
2372,[0.80442547 0.06582549 0.69278976],0.027000000000000003,60.19736123085022
2373,[0.57191991 0.90755197 0.12249449],0.337,55.55872559547424
2374,[0.53405384 0.87954839 0.4101397 ],0.301,53.68902230262756
2375,[0.48200622 0.07045684 0.27821239],0.123,62.05963087081909
2376,[0.32449853 0.94521541 0.28273772],0.231,54.17926383018494
2377,[0.46087744 0.67136708 0.16221065],0.163,55.03696918487549
2378,[0.48645424 0.73860914 0.86713451],0.203,59.63832688331604
2379,[0.62628837 0.66911592 0.12629791],0.245,63.1404983997345
2380,[0.94584499 0.13257711 0.77491926],0.129,61.70506548881531
2381,[0.26480085 0.93368483 0.7201863 ],0.191,64.85560345649719
2382,[0.75385854 0.21907178 0.4431677 ],0.081,54.13260078430176
2383,[0.61784125 0.7700472  0.10396583],0.291,64.21019673347473
2384,[0.96243586 0.89030756 0.27041455],0.399,67.36380791664124
2385,[0.82281357 0.51836965 0.46194091],0.263,55.12207555770874
2386,[0.31442475 0.58102125 0.73011943],0.041,61.3886878490448
2387,[0.41093545 0.62927719 0.69953229],0.113,52.437063694000244
2388,[0.71116138 0.05196021 0.86002456],0.025,51.73476433753967
2389,[0.45826169 0.26243349 0.24182024],0.039,60.513842821121216
2390,[0.48302554 0.88691805 0.37845216],0.279,64.23106074333191
2391,[0.74977007 0.09681781 0.47619623],0.019000000000000003,52.23599886894226
2392,[0.9917603  0.77051143 0.21057305],0.399,64.70404314994812
2393,[0.50145518 0.23363898 0.40967667],0.033,61.280083417892456
2394,[0.78013209 0.77129853 0.22815123],0.371,64.30657649040222
2395,[0.92228891 0.59262213 0.38002944],0.35100000000000003,54.52843475341797
2396,[0.50194935 0.60512658 0.56006004],0.147,63.02814865112305
2397,[0.48641689 0.50497705 0.17644427],0.093,61.52601075172424
