instance_idx,instance,epsilon,runtime
3188,[0.15062712 0.50219409 0.50812652],0.07300000000000001,67.13224744796753
3189,[0.05315344 0.27255174 0.09782231],0.23900000000000002,67.10919523239136
3190,[0.64868358 0.73204616 0.42274852],0.28500000000000003,69.056640625
3191,[0.29402874 0.40267811 0.59428878],0.051000000000000004,54.395731687545776
3192,[0.52961149 0.4936184  0.43373058],0.107,56.57318449020386
3193,[0.68122593 0.64637418 0.95938048],0.263,58.99551272392273
3194,[0.21959442 0.05306164 0.03566877],0.265,67.14334750175476
3195,[0.26619803 0.06577351 0.10104309],0.23500000000000001,67.85760569572449
3196,[0.22648043 0.62024542 0.71611938],0.023,65.96188306808472
3197,[0.3919417  0.1012367  0.73422883],0.151,56.153526306152344
3198,[0.87961488 0.26822906 0.20576499],0.169,59.81568193435669
3199,[0.78580455 0.34760933 0.28809031],0.161,68.66823649406433
3200,[0.59636947 0.73392715 0.09425052],0.259,67.6438775062561
3201,[0.503286   0.70051017 0.47694358],0.197,68.94590854644775
3202,[0.30534827 0.90674336 0.23869436],0.201,55.40747332572937
3203,[0.31513766 0.0693814  0.18739552],0.20900000000000002,65.40720272064209
3204,[0.89995867 0.14177329 0.012705  ],0.115,65.36667919158936
3205,[0.47464339 0.33402795 0.1775616 ],0,59.706220388412476
3206,[0.26385171 0.07690517 0.67948203],0.227,65.48874521255493
3207,[0.85317398 0.59402517 0.96995519],0.323,68.75463843345642
3208,[0.58321349 0.48830857 0.24758942],0.131,58.137975215911865
3209,[0.10938854 0.81898644 0.56749394],0.061,66.21655011177063
3210,[0.99051251 0.83542195 0.52547692],0.399,71.56077766418457
3211,[0.16731365 0.14652344 0.0939179 ],0.245,67.68862128257751
3212,[0.30462628 0.73623175 0.45279042],0.117,66.91006326675415
3213,[0.73488631 0.98988349 0.25742306],0.399,71.32170796394348
3214,[0.48653732 0.36426851 0.01353161],0.019000000000000003,56.151151180267334
3215,[0.35265567 0.71019781 0.89174985],0.131,58.14525556564331
3216,[0.77460197 0.85702292 0.90254926],0.399,70.93708491325378
3217,[0.59579956 0.11269553 0.6860663 ],0.045,65.40756869316101
3218,[0.72828612 0.02064538 0.97905532],0.023,65.64613723754883
3219,[0.85635018 0.65939855 0.14166305],0.35100000000000003,58.535691261291504
3220,[0.49787748 0.24432567 0.74132017],0.027000000000000003,63.56855082511902
3221,[0.97338811 0.35939824 0.74467441],0.263,58.90283489227295
3222,[0.19385394 0.95489856 0.63899408],0.171,68.38623523712158
3223,[0.96554972 0.87721438 0.67908043],0.399,71.28978943824768
3224,[0.89931076 0.44926363 0.95871458],0.273,69.5961434841156
3225,[0.52695533 0.26527092 0.67934539],0.003,61.212751150131226
3226,[0.88808305 0.39101016 0.41745198],0.23500000000000001,66.85612964630127
3227,[0.9940435  0.30929271 0.0410833 ],0.245,68.11771059036255
3228,[0.52012543 0.34324989 0.61261554],0.029,65.39489555358887
3229,[0.4334978  0.45502298 0.96856606],0.045,66.69379186630249
3230,[0.79241814 0.28837422 0.96988352],0.14100000000000001,67.97885155677795
3231,[0.49897239 0.68556298 0.46649789],0.189,68.04577803611755
3232,[0.15023479 0.96675773 0.62404854],0.163,58.27920055389404
3233,[0.66438388 0.303614   0.28835784],0.079,67.2754635810852
3234,[0.79986351 0.01550959 0.04093635],0.001,61.099753856658936
3235,[0.28303893 0.59309147 0.05318221],0.033,65.50030636787415
3236,[0.30584564 0.43031375 0.66052362],0.031,55.36900353431702
3237,[0.0006323  0.25139258 0.35034484],0.273,69.02719950675964
3238,[0.2832872  0.85907767 0.66559866],0.169,59.06657338142395
3239,[0.76896043 0.154979   0.0860076 ],0.057,56.02151894569397
3240,[0.27068917 0.99600572 0.19678287],0.227,66.58720064163208
3241,[0.5852797  0.08064671 0.21892348],0.069,57.190595865249634
3242,[0.47322031 0.3546097  0.8120496 ],0.013000000000000001,54.99621534347534
3243,[0.6371052  0.42255283 0.96731926],0.129,67.00164651870728
3244,[0.09814001 0.26122178 0.30212692],0.221,65.71606373786926
3245,[0.31076048 0.56392228 0.67920217],0.037000000000000005,55.079861640930176
3246,[0.32250587 0.57818462 0.68360218],0.049,67.41077899932861
3247,[0.19951912 0.13562929 0.55450496],0.231,58.022478342056274
3248,[0.30108588 0.08552756 0.56689202],0.20500000000000002,65.03531241416931
3249,[0.62837842 0.54584213 0.37610448],0.183,68.02882933616638
3250,[0.8760083  0.4368849  0.13863839],0.251,57.62629675865173
3251,[0.44194043 0.31323057 0.93527741],0.019000000000000003,55.28011870384216
3252,[0.71266737 0.46837656 0.42783167],0.187,59.24730348587036
3253,[0.42054241 0.41024598 0.02765004],0.009000000000000001,63.10806894302368
3254,[0.55896107 0.95757639 0.42107799],0.353,66.9940173625946
3255,[0.75593007 0.61523234 0.30249442],0.279,68.82441997528076
3256,[0.24266285 0.51221227 0.12729813],0.025,54.04745006561279
3257,[0.5433198  0.56558956 0.29344343],0.149,68.39645957946777
3258,[0.75540873 0.39264354 0.40309317],0.169,59.78530764579773
3259,[0.00594402 0.80753899 0.87528067],0.009000000000000001,62.98936128616333
3260,[0.46026187 0.05427032 0.05468238],0.14500000000000002,66.89008975028992
3261,[0.82997605 0.64990989 0.3336023 ],0.333,68.31784415245056
3262,[0.09740029 0.290543   0.48165534],0.20500000000000002,64.65558862686157
3263,[0.33133454 0.06079001 0.74078043],0.201,55.16717863082886
3264,[0.67447766 0.73940928 0.05300911],0.301,57.89181971549988
3265,[0.20507751 0.14409195 0.74073158],0.223,67.77052927017212
3266,[0.49534963 0.22349774 0.67595822],0.039,65.15659165382385
3267,[0.85233991 0.30086012 0.3109992 ],0.171,68.77427697181702
3268,[0.9892579  0.00636637 0.4851442 ],0.183,67.80499315261841
3269,[0.68784083 0.11464368 0.        ],0,58.860748291015625
3270,[0.60384756 0.12097035 0.09687281],0.041,65.75295829772949
3271,[0.20430663 0.47374104 0.8330767 ],0.059000000000000004,65.72311615943909
3272,[0.44385519 0.05557748 0.12183215],0.153,64.73748564720154
3273,[0.40459233 0.98278538 0.82061543],0.291,68.95985841751099
3274,[0.84180386 0.54673086 0.82203159],0.293,69.00204086303711
3275,[0.68138587 0.85938107 0.61740885],0.367,69.3567225933075
3276,[0.43239175 0.63622468 0.18485778],0.129,67.18283891677856
3277,[0.81863061 0.65749666 0.17081892],0.333,68.8058922290802
3278,[0.74173678 0.54669263 0.47634337],0.23900000000000002,66.98254799842834
3279,[0.29005859 0.66756862 0.95950023],0.079,67.01768064498901
3280,[0.49300885 0.66773278 0.39133481],0.17500000000000002,57.96286344528198
3281,[0.69771992 0.10726934 0.41705398],0,59.71755909919739
3282,[0.42487018 0.02789005 0.45725841],0.17300000000000001,68.3897852897644
3283,[0.56426163 0.01093602 0.30286617],0.113,55.86226511001587
3284,[0.64517043 0.89329418 0.62012805],0.365,68.15235757827759
3285,[0.042627   0.9071341  0.96320706],0.109,66.49950671195984
3286,[0.46794907 0.72310823 0.27699666],0.191,69.18029856681824
3287,[0.98185214 0.35772568 0.85620053],0.267,68.22297406196594
3288,[0.50325146 0.34881051 0.70651623],0.025,53.92596387863159
3289,[0.39065779 0.06269135 0.65618754],0.171,67.74221563339233
3290,[0.35189621 0.71925138 0.33941261],0.131,57.34394073486328
3291,[0.71525148 0.78675114 0.27843343],0.34500000000000003,68.6205804347992
3292,[0.76268195 0.30289816 0.39407559],0.129,67.18304967880249
3293,[0.91625126 0.64516311 0.37666153],0.375,59.48128652572632
3294,[0.4717947  0.65900337 0.57627023],0.163,58.30543231964111
3295,[0.92750472 0.77545026 0.52564172],0.399,71.16786980628967
3296,[0.12942672 0.32404864 0.95560161],0.169,59.286699295043945
3297,[0.34812401 0.61749921 0.40392528],0.079,66.70977663993835
3298,[0.04492459 0.85209707 0.15921773],0.043000000000000003,64.94075155258179
3299,[0.09654157 0.10615374 0.93463121],0.295,69.3033082485199
3300,[0.4764559  0.75995879 0.98174752],0.217,67.04650211334229
3301,[0.80863489 0.73269171 0.23669113],0.365,69.10085558891296
3302,[0.89988375 0.17394331 0.89285079],0.137,57.870667695999146
3303,[0.75588749 0.42004525 0.06436401],0.181,59.47574973106384
3304,[0.61196142 0.11440855 0.84715863],0.035,65.65768432617188
3305,[0.07288023 0.76340207 0.60677871],0.017,64.13362050056458
3306,[0.8407623  0.92362944 0.32127235],0.399,71.49786710739136
3307,[0.69879306 0.3776105  0.98929349],0.139,66.84151887893677
3308,[0.57383326 0.19968436 0.25257625],0.015,63.031142711639404
3309,[0.43755347 0.28605461 0.20125027],0.041,65.60610842704773
3310,[0.16209792 0.81389684 0.80901132],0.08700000000000001,58.280921459198
3311,[0.19230747 0.58212585 0.62937154],0.013000000000000001,53.69053053855896
3312,[0.66872228 0.20349021 0.81034857],0.035,66.20131301879883
3313,[0.89337974 0.35953934 0.40818077],0.221,66.32304644584656
3314,[0.54663145 0.07189233 0.18535452],0.093,66.74517679214478
3315,[0.73004789 0.91106486 0.64249433],0.399,71.11458778381348
3316,[0.49622054 0.8324653  0.57059871],0.261,68.18712329864502
3317,[0.47377547 0.35208307 0.61872981],0.011,64.42320680618286
3318,[0.55874925 0.13781247 0.06715008],0.055,64.24433851242065
3319,[0.42754927 0.37609951 0.07086474],0,59.537047147750854
3320,[0.07814292 0.78244086 0.29832949],0.027000000000000003,63.07001829147339
3321,[0.11793098 0.23052891 0.60173265],0.223,66.74117660522461
3322,[0.3309467  0.22397547 0.94101778],0.11900000000000001,57.24513864517212
3323,[0.92236524 0.25134096 0.70356356],0.185,68.8074836730957
3324,[0.06795081 0.87154268 0.96852782],0.07300000000000001,67.96747756004333
3325,[0.07477586 0.57537257 0.85355495],0.07300000000000001,67.5334587097168
3326,[0.93190201 0.50005032 0.39936897],0.311,68.58504271507263
3327,[0.05664495 0.69755632 0.11089013],0.025,52.67739915847778
3328,[0.47102101 0.91746884 0.26313927],0.28900000000000003,68.48618578910828
3329,[0.02997184 0.33801976 0.2609663 ],0.217,66.55749034881592
3330,[0.33456854 0.76478628 0.13931746],0.14300000000000002,66.92144060134888
3331,[0.54713801 0.73391755 0.9245669 ],0.23900000000000002,67.49198746681213
3332,[0.66339957 0.87834073 0.23569068],0.365,67.85423469543457
3333,[0.07291044 0.94808054 0.9047073 ],0.149,69.10230159759521
3334,[0.70315865 0.76562474 0.03534274],0.329,68.43203234672546
3335,[0.98115442 0.94999107 0.59838915],0.399,71.18782043457031
3336,[0.6124905  0.08052224 0.55164511],0.053000000000000005,63.51397657394409
3337,[0.94669526 0.27047091 0.0417246 ],0.203,63.801661252975464
3338,[0.03559452 0.50760892 0.65060268],0.127,65.17942094802856
3339,[0.43155352 0.30338671 0.85019168],0.031,55.070626974105835
3340,[0.97156297 0.02136149 0.05534648],0.161,67.93420839309692
3341,[0.77368881 0.81142182 0.53439773],0.387,60.41486883163452
3342,[0.86037957 0.68197686 0.73822988],0.367,69.21728324890137
3343,[0.55254722 0.05206411 0.76600069],0.095,67.51631784439087
3344,[0.69550751 0.42970946 0.42699569],0.159,67.88002395629883
3345,[0.1377761  0.43794513 0.89752684],0.109,64.59774231910706
3346,[0.9826331  0.36768846 0.19369966],0.269,59.12234830856323
3347,[0.43656334 0.05784722 0.23210525],0.155,66.64082360267639
3348,[0.58867271 0.22708068 0.74778642],0.007,54.12655472755432
3349,[0.88842352 0.79323626 0.56827618],0.399,71.57058620452881
3350,[0.9910382  0.01481563 0.72012477],0.187,59.72677779197693
3351,[0.81270175 0.07653972 0.1267389 ],0.039,65.38985872268677
3352,[0.18060385 0.04364162 0.34979381],0.28700000000000003,59.27168869972229
3353,[0.6552715  0.24420218 0.29251253],0.045,66.75572156906128
3354,[0.606181   0.47870088 0.12239735],0.137,57.785677433013916
3355,[0.0768028  0.25015775 0.54386245],0.23500000000000001,67.99064469337463
3356,[0.49497418 0.73526375 0.35708804],0.211,66.79742240905762
3357,[0.91519199 0.22024087 0.71342868],0.165,67.49797320365906
3358,[0.94152101 0.78026152 0.29278335],0.399,70.988272190094
3359,[0.65370625 0.52685226 0.26762353],0.185,69.35834550857544
3360,[0.69783892 0.50344932 0.05398683],0.195,69.22778868675232
3361,[0.90051489 0.70554151 0.6221243 ],0.399,71.33257007598877
3362,[0.27980512 0.20350554 0.13715932],0.161,68.7511305809021
3363,[0.97603622 0.23049133 0.74221681],0.201,55.694000244140625
3364,[0.21078332 0.3723706  0.81672238],0.10500000000000001,64.9740378856659
3365,[0.14196736 0.97799796 0.6986299 ],0.17500000000000002,58.41521883010864
3366,[0.64997006 0.45375807 0.11425586],0.14500000000000002,67.57957363128662
3367,[0.49895286 0.0336766  0.27806044],0.135,66.75935649871826
3368,[0.38420941 0.82724032 0.08449673],0.199,70.4561116695404
3369,[0.27911368 0.60977054 0.49555137],0.041,66.51714849472046
3370,[0.86285818 0.38464605 0.04440041],0.217,67.1476583480835
3371,[0.20574326 0.184374   0.43124905],0.20500000000000002,65.52362632751465
3372,[0.05225592 0.30511674 0.54176445],0.219,57.26250338554382
3373,[0.3478333  0.02591114 0.60898572],0.211,65.70402574539185
3374,[0.89325807 0.92277713 0.90783447],0.399,71.54838609695435
3375,[0.81032328 0.5909781  0.75756748],0.297,69.75486254692078
3376,[0.34097239 0.82930129 0.43424148],0.181,59.38956689834595
3377,[0.42758671 0.72927019 0.73571963],0.177,67.69433665275574
3378,[0.05711539 0.10914404 0.38825473],0.315,67.22271156311035
3379,[0.72136684 0.67800447 0.85887629],0.297,69.5679681301117
3380,[0.93806971 0.46349935 0.57283223],0.297,69.3541841506958
3381,[0.56835605 0.51891953 0.16258848],0.137,57.91348075866699
3382,[0.38132347 0.74568084 0.925054  ],0.163,58.648746490478516
3383,[0.13187773 0.01510053 0.79992381],0.323,69.08158016204834
3384,[0.9510623  0.08546649 0.25001273],0.14100000000000001,68.1910834312439
3385,[0.54285475 0.33750678 0.39474838],0.037000000000000005,56.44836235046387
3386,[0.61560544 0.36167358 0.65949977],0.08700000000000001,58.327255964279175
3387,[0.78250283 0.81031796 0.60824526],0.391,69.90469193458557
3388,[0.1243106  0.56845655 0.32110244],0.055,64.76485919952393
3389,[0.26453714 0.1787306  0.46290302],0.177,66.40375566482544
3390,[0.43994816 0.46643684 0.96629746],0.053000000000000005,63.84454917907715
3391,[0.48025122 0.84438984 0.21790774],0.257,58.49704623222351
3392,[0.0585818  0.93891557 0.27653808],0.131,57.711852073669434
3393,[0.61038614 0.31399678 0.06403744],0.057,56.17612147331238
3394,[0.1798142  0.76602742 0.27623661],0.069,57.90356492996216
3395,[0.86914143 0.12715952 0.63059462],0.095,68.20426607131958
3396,[0.14690846 0.61797358 0.04956693],0.021,64.21206784248352
3397,[0.11444966 0.03842304 0.6847229 ],0.321,67.92455172538757
3398,[0.86065541 0.57990822 0.04193931],0.315,67.16820073127747
3399,[0.71742708 0.0607381  0.71484504],0.009000000000000001,62.42809581756592
3400,[0.25907375 0.25740526 0.67866653],0.139,66.07045841217041
3401,[0.8575751  0.35331227 0.71861652],0.203,65.01809668540955
3402,[0.60063539 0.34970624 0.07747933],0.069,57.24683666229248
3403,[0.443852   0.51104078 0.23705282],0.07300000000000001,67.29110717773438
3404,[0.32581538 0.3713398  0.82303854],0.049,67.43798065185547
3405,[0.41600592 0.64191555 0.87622338],0.129,66.82015991210938
3406,[0.14308573 0.32651301 0.78849406],0.163,57.61331582069397
3407,[0.33501313 0.40812453 0.65224468],0.027000000000000003,63.41339874267578
3408,[0.4707273  0.97358868 0.6221689 ],0.319,59.85045576095581
3409,[0.16032096 0.04453293 0.93070399],0.295,69.1531081199646
3410,[0.91196343 0.02545425 0.60928471],0.107,57.06624221801758
3411,[0.80811357 0.51080137 0.78119997],0.257,58.71732211112976
3412,[0.50822866 0.58150429 0.34417649],0.14100000000000001,67.68438744544983
3413,[0.21488286 0.83078887 0.03257891],0.117,67.14246273040771
3414,[0.72633013 0.38107183 0.99824762],0.153,65.89378499984741
3415,[0.07844412 0.0772396  0.93591576],0.319,58.85129952430725
3416,[0.22459622 0.50349981 0.57466978],0.035,65.27923107147217
3417,[0.54828382 0.41806886 0.73334971],0.081,57.293567419052124
3418,[0.84767878 0.52776464 0.05141961],0.281,59.03862261772156
3419,[0.47237161 0.52445572 0.4411861 ],0.095,67.68093657493591
3420,[0.26920283 0.83607198 0.29316542],0.147,68.70267033576965
3421,[0.24404634 0.24303097 0.7679635 ],0.153,65.82606387138367
3422,[0.36199527 0.45581662 0.74849934],0.009000000000000001,62.73128938674927
3423,[0.11542013 0.24100375 0.73310226],0.219,56.699848651885986
3424,[0.88031407 0.36185991 0.35211203],0.215,65.92603349685669
3425,[0.50568955 0.91471252 0.65359702],0.307,58.854838371276855
3426,[0.60527564 0.44896225 0.41900864],0.123,67.97306084632874
3427,[0.56939537 0.82684531 0.1253036 ],0.293,68.53157114982605
3428,[0.53766552 0.77650072 0.40777065],0.253,66.73179960250854
3429,[0.58481014 0.13807913 0.26036387],0.041,65.57553839683533
3430,[0.28690725 0.31381455 0.08150801],0.10300000000000001,63.839720487594604
3431,[0.4210594  0.98333696 0.57624301],0.299,70.4126455783844
3432,[0.63268984 0.77269675 0.90025384],0.301,57.090404987335205
3433,[0.87649257 0.01542943 0.1208091 ],0.065,66.28671932220459
3434,[0.2633956  0.55459179 0.93052056],0.009000000000000001,63.418514251708984
3435,[0.74292618 0.12633484 0.03405573],0.029,65.03739047050476
3436,[0.43145781 0.69008365 0.9903566 ],0.161,68.20657467842102
3437,[0.13238283 0.86694851 0.91901307],0.099,68.87739396095276
3438,[0.90435033 0.35434519 0.40246826],0.225,56.9888870716095
3439,[0.55699253 0.7120245  0.11904909],0.229,66.86263990402222
3440,[0.8975155  0.89842801 0.59171643],0.399,71.4607982635498
3441,[0.61668791 0.99422525 0.04522294],0.399,71.20376110076904
3442,[0.73882016 0.35493515 0.44906768],0.14300000000000002,66.8468701839447
3443,[0.4089102  0.44974809 0.83515588],0.029,64.71439957618713
3444,[0.28931347 0.47710528 0.1346322 ],0.019000000000000003,54.905457496643066
3445,[0.18346147 0.7660063  0.91673085],0.075,56.56917762756348
3446,[0.93671494 0.08371881 0.89597856],0.137,57.56386613845825
3447,[0.59360906 0.36985408 0.64967004],0.079,66.9732494354248
3448,[0.37940681 0.43857943 0.50886724],0.007,53.51453948020935
3449,[0.58813605 0.94485047 0.09690779],0.361,69.38712811470032
3450,[0.29737174 0.34109227 0.56435709],0.081,58.00812315940857
3451,[0.89739079 0.5798457  0.84442093],0.337,59.57408571243286
3452,[0.42672696 0.32277188 0.31869024],0.027000000000000003,62.985246896743774
3453,[0.17842595 0.14313644 0.81432874],0.23500000000000001,68.06966924667358
3454,[0.73469703 0.98929564 0.21074261],0.399,71.233327627182
3455,[0.51918256 0.57515448 0.61572705],0.14500000000000002,67.88305568695068
3456,[0.09946799 0.284756   0.1185703 ],0.20900000000000002,65.62715888023376
3457,[0.27386913 0.43890919 0.8857238 ],0.041,65.9738175868988
3458,[0.28850106 0.91777062 0.98922817],0.203,64.21858930587769
3459,[0.75354216 0.92459462 0.66670678],0.399,71.52118277549744
3460,[0.14100915 0.2067943  0.83914305],0.223,67.4000346660614
3461,[0.75493825 0.02726941 0.90292391],0.007,53.58081936836243
3462,[0.95995275 0.53984013 0.79932661],0.34700000000000003,69.96104574203491
3463,[0.00665636 0.83256691 0.02575353],0.021,64.45808148384094
3464,[0.20315379 0.9418878  0.57139417],0.169,59.59354376792908
3465,[0.73216042 0.52090091 0.83138728],0.225,57.12144422531128
3466,[0.29496453 0.10954878 0.70661386],0.195,69.20900821685791
3467,[0.84482751 0.44439848 0.43243058],0.23900000000000002,66.56676077842712
3468,[0.26307597 0.86457085 0.99350182],0.163,57.899677753448486
3469,[0.7317047  0.11639776 0.35384939],0.021,64.91761612892151
3470,[0.07906629 0.7933757  0.727663  ],0.035,65.29178762435913
3471,[0.3271422  0.50706473 0.27620028],0.013000000000000001,54.152036905288696
3472,[0.63068379 0.5128497  0.77737001],0.171,68.70821809768677
3473,[0.70687803 0.31478031 0.92512287],0.111,66.95230770111084
3474,[0.43341579 0.93244817 0.79452979],0.281,59.217039585113525
3475,[0.31755263 0.84149504 0.66140114],0.177,67.10352993011475
3476,[0.87766053 0.03555694 0.63475552],0.075,56.91349482536316
3477,[0.00796198 0.13681342 0.37634771],0.327,67.58064579963684
3478,[0.94325658 0.67338175 0.26537328],0.399,71.18466877937317
3479,[0.15144027 0.81392795 0.73386497],0.081,57.67698860168457
3480,[0.28262126 0.19852269 0.87623419],0.157,58.077471017837524
3481,[0.95092781 0.85722359 0.74975762],0.399,71.14191150665283
3482,[0.00318858 0.06718764 0.55795995],0.363,60.46972846984863
3483,[0.20856042 0.17806111 0.41831744],0.20700000000000002,56.80380201339722
3484,[0.26309326 0.38027225 0.58413387],0.077,65.41260814666748
3485,[0.63777526 0.48423356 0.65720974],0.159,67.98188996315002
3486,[0.18007465 0.30006834 0.23196509],0.161,67.4307017326355
3487,[0.29213855 0.4850606  0.79707975],0.009000000000000001,62.88725399971008
3488,[0.39224369 0.35710578 0.48114625],0.025,53.90861630439758
3489,[0.09653437 0.11230182 0.88126776],0.293,69.15774178504944
3490,[0.75503462 0.28723684 0.96977572],0.121,67.54278445243835
3491,[0.32542334 0.66245037 0.11583713],0.089,66.75956749916077
3492,[0.46477754 0.31887707 0.11355319],0.011,64.60168051719666
3493,[0.69703572 0.70485852 0.77400466],0.299,70.3669786453247
3494,[0.48378244 0.80477878 0.48936539],0.241,68.36819624900818
3495,[0.41203873 0.23481621 0.29102936],0.077,65.40746760368347
3496,[0.50753372 0.88988321 0.78315501],0.297,69.49752402305603
3497,[0.06080047 0.77185028 0.26169078],0.013000000000000001,54.357367753982544
3498,[0.3176438  0.39136239 0.44212067],0.045,66.19267320632935
3499,[0.39871386 0.91244534 0.26840587],0.249,69.44103717803955
3500,[0.72825742 0.33981639 0.81886825],0.133,67.405348777771
3501,[0.30853509 0.40979881 0.57273533],0.041,65.85464978218079
3502,[0.16654397 0.2061519  0.6255406 ],0.211,66.47119474411011
3503,[0.94797252 0.61332742 0.32980126],0.375,59.73629117012024
3504,[0.60501823 0.01983788 0.72252775],0.085,67.23938250541687
3505,[0.80249161 0.09018318 0.70502144],0.045,66.26132702827454
3506,[0.91231937 0.76689279 0.55311473],0.399,71.37074661254883
3507,[0.6549941  0.51865562 0.36222986],0.183,68.97650957107544
3508,[0.19845215 0.15693524 0.53591138],0.221,65.79399132728577
3509,[0.85980787 0.22928966 0.80162107],0.14300000000000002,65.78418493270874
3510,[0.91074442 0.33147546 0.21567931],0.215,65.92453384399414
3511,[0.73340549 0.94009532 0.03605597],0.399,71.37445783615112
3512,[0.02002109 0.94043678 0.10253252],0.129,67.04211831092834
3513,[0.39797168 0.48490057 0.15698252],0.037000000000000005,56.310839891433716
3514,[0.3014901  0.22996055 0.77273393],0.131,57.82219219207764
3515,[0.24732645 0.2724211  0.12366441],0.14300000000000002,66.61176252365112
3516,[0.78413033 0.65530687 0.13121827],0.313,57.9422173500061
3517,[0.74059767 0.26996108 0.08492026],0.099,68.29826593399048
3518,[0.07388889 0.72215566 0.76270364],0.001,61.18227005004883
3519,[0.41541621 0.01465882 0.83060062],0.181,59.14799928665161
3520,[0.60492888 0.15178897 0.73617875],0.021,64.19631958007812
3521,[0.79269767 0.19423304 0.6059366 ],0.091,67.40008544921875
3522,[0.31221455 0.3236987  0.51255738],0.081,57.569541692733765
3523,[0.02342505 0.27401288 0.2027249 ],0.251,56.879403591156006
3524,[0.26428953 0.65608175 0.47158312],0.057,56.360074520111084
3525,[0.29126119 0.09299336 0.96729876],0.20500000000000002,65.15453100204468
3526,[0.56104845 0.48334986 0.90805074],0.121,67.34276604652405
3527,[0.53325304 0.24457194 0.01718478],0.015,62.54184579849243
3528,[0.49708005 0.39362958 0.37287471],0.041,66.47118496894836
3529,[0.54663203 0.10823797 0.22412899],0.075,55.602288007736206
3530,[0.97528833 0.39733367 0.23218741],0.281,59.63912272453308
3531,[0.3698528  0.5631678  0.64308079],0.065,65.54033064842224
3532,[0.33246254 0.80973914 0.976234  ],0.171,68.52333045005798
3533,[0.09539004 0.16920022 0.86519284],0.265,66.92478513717651
3534,[0.48985583 0.24992792 0.14136035],0.033,65.20696139335632
3535,[0.61654677 0.47351325 0.72333182],0.14300000000000002,66.71795225143433
3536,[0.56669202 0.2323855  0.76772845],0,58.64241170883179
3537,[0.25204208 0.31142474 0.33798936],0.11900000000000001,57.773974895477295
3538,[0.15061905 0.32141454 0.56553866],0.163,58.09215450286865
3539,[0.4065695  0.00548718 0.69068162],0.191,69.24092984199524
3540,[0.75511146 0.79475148 0.54580589],0.371,68.92934012413025
3541,[0.31304111 0.65203895 0.3219514 ],0.079,67.14153742790222
3542,[0.70893662 0.51443699 0.85901518],0.211,66.96142816543579
3543,[0.99285502 0.08136321 0.10505684],0.181,59.845791816711426
3544,[0.69932296 0.37566726 0.7572018 ],0.135,68.04629421234131
3545,[0.16210145 0.74819618 0.16623828],0.051000000000000004,54.61952781677246
3546,[0.43763989 0.97200347 0.03904433],0.299,70.24575209617615
3547,[0.42421938 0.17066686 0.80349017],0.101,55.98732137680054
3548,[0.48723746 0.749041   0.5473029 ],0.215,65.89962840080261
3549,[0.39944009 0.2967182  0.43564552],0.053000000000000005,63.62110471725464
3550,[0.29424652 0.92204853 0.67696108],0.20500000000000002,65.87375712394714
3551,[0.52252806 0.61512425 0.37176834],0.165,67.61280369758606
3552,[0.65028272 0.14145717 0.52345804],0.005,62.12548613548279
3553,[0.20447484 0.61402339 0.71477024],0.009000000000000001,63.20554733276367
3554,[0.5194274  0.25119845 0.46305899],0.015,62.09745717048645
3555,[0.93629594 0.92715882 0.72042832],0.399,70.44228482246399
3556,[0.85248041 0.13527773 0.52458578],0.091,68.16493082046509
3557,[0.82948972 0.00973735 0.41646018],0.023,65.96515917778015
3558,[0.15035613 0.06697435 0.97739324],0.28900000000000003,69.03531169891357
3559,[0.31186531 0.18762221 0.69433114],0.149,69.39179396629333
3560,[0.53778113 0.3310084  0.06110038],0.029,64.2792899608612
3561,[0.46873615 0.15639525 0.3505795 ],0.089,66.59256625175476
3562,[0.55920808 0.22598411 0.62907749],0.007,52.73390579223633
3563,[0.92797203 0.27454385 0.82109913],0.199,70.09851098060608
3564,[0.86817912 0.5844867  0.30585631],0.321,68.17974781990051
3565,[0.62456011 0.40325447 0.25483173],0.109,65.7269959449768
3566,[0.54106699 0.6593992  0.07747631],0.195,68.98808908462524
3567,[0.15242908 0.73070239 0.28007958],0.037000000000000005,55.96249508857727
3568,[0.26295704 0.10225473 0.79721812],0.215,65.91455864906311
3569,[0.58737215 0.76610494 0.33027749],0.271,68.2295994758606
3570,[0.77205407 0.59218966 0.27733028],0.277,67.52760004997253
3571,[0.80737886 0.8714059  0.66877104],0.399,71.34064888954163
3572,[0.4734494  0.16804369 0.78369228],0.077,65.56372737884521
3573,[0.98918648 0.09126893 0.80369046],0.187,59.610957622528076
3574,[0.14649828 0.16476211 0.87498375],0.241,67.93229269981384
3575,[0.32336394 0.89602703 0.05217765],0.203,64.45712971687317
3576,[0.51175204 0.4396816  0.66511466],0.07300000000000001,67.4107837677002
3577,[0.32711584 0.50037848 0.11731514],0.009000000000000001,63.38910675048828
3578,[0.56019724 0.37729105 0.38567283],0.065,64.83584403991699
3579,[0.47452068 0.31173167 0.52219192],0.007,54.420077085494995
3580,[0.53073437 0.88335705 0.84254586],0.305,67.24590182304382
3581,[0.95545567 0.94557243 0.83395559],0.399,71.0793514251709
3582,[0.7114164  0.83993983 0.56070993],0.371,69.76781368255615
3583,[0.4901379  0.78901973 0.68564953],0.23700000000000002,58.31796622276306
3584,[0.55795694 0.4354052  0.34830615],0.093,67.4050977230072
3585,[0.02528886 0.3656666  0.46625618],0.203,64.01066470146179
