instance_idx,instance,epsilon,runtime
2090,[0.87387871 0.68256492 0.29005195],0.371,71.68780374526978
2091,[0.82463737 0.13494133 0.94274392],0.093,69.19045209884644
2092,[0.70575567 0.56160913 0.20875396],0.227,69.35504841804504
2093,[0.46072296 0.42376506 0.52884883],0.047,68.47647428512573
2094,[0.76530076 0.8236918  0.4822264 ],0.391,72.76752758026123
2095,[0.61554185 0.81280468 0.71435098],0.317,70.46098017692566
2096,[0.59837302 0.40240878 0.06168181],0.095,70.41502213478088
2097,[0.831855   0.20246725 0.56918698],0.121,68.85577487945557
2098,[0.21092037 0.00376537 0.40307943],0.281,61.44563126564026
2099,[0.5407724  0.2606351  0.05028219],0,61.706969022750854
2100,[0.77091273 0.48370078 0.05395201],0.221,69.77061915397644
2101,[0.1373161  0.70260349 0.98535507],0.035,67.93629264831543
2102,[0.93807133 0.96174309 0.45615178],0.399,73.98866534233093
2103,[0.65897996 0.08369989 0.58805085],0.019000000000000003,57.29760003089905
2104,[0.73775262 0.89777506 0.08230618],0.399,74.06734108924866
2105,[0.41382447 0.27158677 0.1150868 ],0.057,58.21885132789612
2106,[0.23430074 0.8006866  0.55502179],0.121,69.17563199996948
2107,[0.54749592 0.23073171 0.82561342],0,61.35949397087097
2108,[0.48455343 0.83465569 0.43822381],0.257,60.73263478279114
2109,[0.00160447 0.22670197 0.60883193],0.271,71.15522146224976
2110,[0.16676076 0.48456767 0.59800894],0.065,67.08437132835388
2111,[0.39062204 0.02854183 0.06164952],0.189,71.34502267837524
2112,[0.80962624 0.49509468 0.09489375],0.247,70.87800431251526
2113,[0.20493269 0.32131625 0.05488415],0.137,60.56453514099121
2114,[0.60700866 0.50082963 0.77787454],0.161,70.65705895423889
2115,[0.47653734 0.54456474 0.80393951],0.11900000000000001,60.045620918273926
2116,[0.82713077 0.32639804 0.09735895],0.171,71.14292073249817
2117,[0.89764479 0.7709956  0.01926833],0.399,73.54724359512329
2118,[0.05991012 0.86373238 0.40310589],0.065,68.3171067237854
2119,[0.00531279 0.56600049 0.9963727 ],0.097,70.31848526000977
2120,[0.98349355 0.24425285 0.73816191],0.219,60.07731533050537
2121,[0.18538544 0.81972003 0.61496265],0.107,58.743231534957886
2122,[0.81689415 0.68751696 0.83135801],0.357,61.66854476928711
2123,[0.1373775  0.27031648 0.18654568],0.193,70.73693180084229
2124,[0.12362898 0.222051   0.08306868],0.225,59.021485567092896
2125,[0.44926441 0.34524203 0.00851709],0.007,55.62838268280029
2126,[0.19542354 0.70240877 0.04308161],0.041,69.31861281394958
2127,[0.01846913 0.85667517 0.91510185],0.081,60.21964240074158
2128,[0.03681945 0.25987818 0.35821508],0.243,69.56092882156372
2129,[0.58098856 0.62731404 0.96449801],0.215,68.12126755714417
2130,[0.27033001 0.40164985 0.37600567],0.059000000000000004,67.39519357681274
2131,[0.83865416 0.19315029 0.9093499 ],0.127,68.31253552436829
2132,[0.66210707 0.48925746 0.71948933],0.181,61.38059592247009
2133,[0.19663316 0.04403737 0.86549721],0.261,70.5661461353302
2134,[0.3566237  0.87355616 0.62333639],0.217,69.1083652973175
2135,[0.58211332 0.8827205  0.30362401],0.325,60.55925488471985
2136,[0.38317065 0.8449111  0.90751566],0.223,69.70409226417542
2137,[0.78585095 0.91908711 0.55034366],0.399,73.61178827285767
2138,[0.17320184 0.84834809 0.88337276],0.121,69.08349752426147
2139,[0.30413423 0.66690007 0.01845603],0.079,68.88913154602051
2140,[0.92620089 0.34716717 0.56382548],0.23900000000000002,69.33479738235474
2141,[0.68416335 0.82354768 0.70694054],0.355,70.29406309127808
2142,[0.32697944 0.93078071 0.22266433],0.221,69.22611474990845
2143,[0.74696932 0.50715864 0.25320049],0.221,69.08233332633972
2144,[0.51275966 0.31494489 0.52074093],0.019000000000000003,57.66917872428894
2145,[0.20847378 0.26443324 0.24436747],0.159,69.66606020927429
2146,[0.86168131 0.39157375 0.85695535],0.23500000000000001,70.89995455741882
2147,[0.37872051 0.32048079 0.66405212],0.039,67.12294793128967
2148,[0.40453411 0.81881658 0.64712229],0.215,68.47058010101318
2149,[0.69985323 0.96995216 0.84495961],0.399,74.45541977882385
2150,[0.34158883 0.45946159 0.86604818],0.013000000000000001,56.46149444580078
2151,[0.89287521 0.53894846 0.54558848],0.315,69.69265913963318
2152,[0.08316718 0.21276593 0.11801027],0.249,71.01945304870605
2153,[0.32525562 0.01590014 0.50759918],0.217,68.70852875709534
2154,[0.00046191 0.35973142 0.10181999],0.217,68.41385221481323
2155,[0.24309332 0.66420794 0.26424703],0.051000000000000004,57.19056820869446
2156,[0.00564107 0.82568671 0.53891048],0.035,68.41390442848206
2157,[0.88268078 0.26857426 0.31959281],0.17300000000000001,71.99143242835999
2158,[0.03071729 0.50766406 0.89481391],0.113,58.582927942276
2159,[0.00165215 0.57759145 0.24008474],0.107,58.33567523956299
2160,[0.68690049 0.92558985 0.4842197 ],0.399,73.23691248893738
2161,[0.8768498  0.38574409 0.21743258],0.225,59.12611126899719
2162,[0.42266281 0.65868336 0.802359  ],0.149,71.66533398628235
2163,[0.67702442 0.0718308  0.79549255],0.011,66.70657062530518
2164,[0.13242018 0.11505519 0.21208643],0.269,61.28744673728943
2165,[0.17412131 0.19317188 0.20024134],0.211,68.74525809288025
2166,[0.53530098 0.86041815 0.52529168],0.297,71.57567739486694
2167,[0.65742502 0.7823993  0.99019955],0.329,71.54584074020386
2168,[0.2742273  0.94217276 0.19527117],0.201,57.882662534713745
2169,[0.19271045 0.79598612 0.07863932],0.08700000000000001,59.835657835006714
2170,[0.90132266 0.90323217 0.702091  ],0.399,73.5352430343628
2171,[0.69665899 0.47960977 0.0704154 ],0.181,61.34956216812134
2172,[0.34577281 0.76082601 0.58760217],0.157,60.96714377403259
2173,[0.25884789 0.51133337 0.40476043],0.011,65.82536554336548
2174,[0.3057893  0.17220274 0.21039887],0.157,60.11177730560303
2175,[0.53417177 0.70012017 0.94436245],0.227,69.12486577033997
2176,[0.7806961  0.70620291 0.63274689],0.343,71.0725827217102
2177,[0.99812104 0.60956723 0.78165584],0.399,73.26107597351074
2178,[0.40205368 0.1393449  0.36698831],0.123,69.30612206459045
2179,[0.79241932 0.50816317 0.49542761],0.249,71.77304005622864
2180,[0.2079517  0.36247974 0.74937399],0.101,57.021183252334595
2181,[0.41715179 0.17564512 0.95888517],0.085,69.44432663917542
2182,[0.9331801  0.86070172 0.48913976],0.399,73.43480205535889
2183,[0.98683618 0.07129544 0.65486841],0.197,71.71367478370667
2184,[0.03199119 0.34450796 0.55976237],0.199,72.77138066291809
2185,[0.48295975 0.43647687 0.93744619],0.07300000000000001,69.87608361244202
2186,[0.88346362 0.89073994 0.78007154],0.399,73.33937644958496
2187,[0.20146713 0.6613229  0.36977241],0.033,66.84233522415161
2188,[0.88892497 0.34442702 0.59668157],0.219,59.98235559463501
2189,[0.82702052 0.32888668 0.12099789],0.17300000000000001,70.87359571456909
2190,[0.35681458 0.27041282 0.35085324],0.081,59.03038144111633
2191,[0.97685311 0.85961102 0.58446562],0.399,73.54981136322021
2192,[0.83994813 0.50550715 0.93131351],0.281,61.37569808959961
2193,[0.25317811 0.90099617 0.56398502],0.179,70.3861231803894
2194,[0.110826   0.4732497  0.31415293],0.10300000000000001,65.88014936447144
2195,[0.22135148 0.7870389  0.16802518],0.099,70.84642314910889
2196,[0.62532476 0.55361974 0.54786383],0.191,71.13650679588318
2197,[0.18702798 0.70136647 0.47309467],0.047,68.98663067817688
2198,[0.55806449 0.92847605 0.99373431],0.35100000000000003,60.29356408119202
2199,[0.60973956 0.5024044  0.97784771],0.169,61.60642170906067
2200,[0.03299003 0.16440895 0.70480218],0.28300000000000003,70.50575375556946
2201,[0.31429321 0.49779382 0.62283287],0.013000000000000001,56.42139911651611
2202,[0.40322952 0.59113792 0.31760916],0.095,69.95407605171204
2203,[0.15968289 0.6381136  0.16276549],0.003,63.18150568008423
2204,[0.16870457 0.8499843  0.7754336 ],0.117,69.10164833068848
2205,[0.09976985 0.73650081 0.82308196],0.029,67.0129623413086
2206,[0.82561151 0.62312761 0.53786817],0.323,71.53795170783997
2207,[0.60971589 0.32040755 0.58003388],0.07100000000000001,68.62958335876465
2208,[0.78975189 0.44459693 0.10819205],0.211,69.27784442901611
2209,[0.83900648 0.29248961 0.44176094],0.167,70.68519020080566
2210,[0.65842143 0.80370872 0.6398092 ],0.331,61.007012367248535
2211,[0.38604643 0.1063016  0.96772946],0.135,69.96815586090088
2212,[0.49748354 0.44178884 0.76231654],0.079,69.05907344818115
2213,[0.74128531 0.70455424 0.97982355],0.331,61.054423570632935
2214,[0.83234436 0.62798901 0.12788209],0.323,71.72138214111328
2215,[0.8301542  0.51577652 0.58486133],0.273,71.35231161117554
2216,[0.5569262  0.22217936 0.55661302],0.001,63.4331750869751
2217,[0.46981492 0.89724568 0.94116734],0.291,71.74901461601257
2218,[0.98312251 0.52939436 0.29104386],0.35100000000000003,60.25043821334839
2219,[0.09431592 0.02126991 0.27626696],0.333,70.95822334289551
2220,[0.03940984 0.71767692 0.47788316],0.015,65.20205307006836
2221,[0.81989347 0.83385123 0.47252899],0.399,73.90063905715942
2222,[0.48181697 0.53023089 0.65503924],0.111,69.39072370529175
2223,[0.47593626 0.95999682 0.27533892],0.311,70.54976868629456
2224,[0.03797627 0.97208377 0.08733424],0.159,69.94320368766785
2225,[0.18795417 0.27391938 0.8410025 ],0.151,58.42546343803406
2226,[0.31611912 0.65598436 0.84632566],0.097,70.3558189868927
2227,[0.54330486 0.2280865  0.51325727],0.007,55.17203974723816
2228,[0.02277029 0.36618207 0.17989863],0.201,57.80680751800537
2229,[0.4021402  0.06009452 0.67003815],0.155,68.93502902984619
2230,[0.68934093 0.8068454  0.5958183 ],0.34700000000000003,72.15270328521729
2231,[0.12323015 0.14558763 0.98433823],0.247,70.02731490135193
2232,[0.69584722 0.6625494  0.48726441],0.277,69.72714757919312
2233,[0.32368496 0.85022207 0.93977642],0.197,72.05623769760132
2234,[0.24964358 0.34383914 0.31813694],0.099,71.50274062156677
2235,[0.98519804 0.57601106 0.74242485],0.383,72.12773990631104
2236,[0.33347839 0.3267191  0.74486025],0.057,58.35791230201721
2237,[0.81539209 0.14295667 0.87548173],0.091,70.10832452774048
2238,[0.65175753 0.30392505 0.19518224],0.075,58.825525760650635
2239,[0.94689261 0.5218558  0.43903642],0.331,61.8178608417511
2240,[0.30574141 0.66039759 0.00856002],0.077,68.59083795547485
2241,[9.11462627e-01 6.16296508e-01 2.57505766e-04],0.357,61.526352882385254
2242,[0.06155031 0.60005204 0.2403204 ],0.067,68.98259401321411
2243,[0.33138691 0.8736715  0.78659534],0.20900000000000002,68.66964626312256
2244,[0.51542153 0.87692824 0.58163077],0.295,71.70187258720398
2245,[0.28018081 0.97617569 0.05898309],0.221,69.90604853630066
2246,[0.06885533 0.89621334 0.55076521],0.10300000000000001,67.44316744804382
2247,[0.87633608 0.79351298 0.73259232],0.399,73.62896203994751
2248,[0.95616331 0.3446145  0.62569659],0.253,68.71956467628479
2249,[0.90622518 0.24599823 0.00573696],0.171,70.32302284240723
2250,[0.54566306 0.42783752 0.3973166 ],0.08700000000000001,59.748178482055664
2251,[0.3846457  0.67611119 0.52654337],0.133,69.61883401870728
2252,[0.44184156 0.67891446 0.35878212],0.159,69.84114980697632
2253,[0.49033073 0.33470719 0.5275359 ],0.017,67.03526854515076
2254,[0.90615845 0.10114172 0.62432754],0.11900000000000001,59.85100054740906
2255,[0.17950504 0.9234433  0.82115458],0.159,69.78512001037598
2256,[0.40504702 0.95314229 0.05718496],0.271,70.96713256835938
2257,[0.60958061 0.35409539 0.79044757],0.091,70.2283353805542
2258,[0.99498865 0.29077368 0.61573949],0.245,70.11691069602966
2259,[0.65267404 0.31276484 0.29821085],0.081,59.52815794944763
2260,[0.1010936  0.94611446 0.49395287],0.147,70.49479293823242
2261,[0.70148254 0.78661175 0.2676288 ],0.337,61.244791746139526
2262,[0.19443692 0.37305721 0.60978075],0.10500000000000001,67.0466296672821
2263,[0.52877475 0.11549383 0.98299462],0.059000000000000004,67.4309549331665
2264,[0.98931334 0.8482938  0.16998942],0.399,73.48569464683533
2265,[0.41921353 0.80626071 0.98841262],0.223,70.12558841705322
2266,[0.61655426 0.17801923 0.90435196],0,61.48838186264038
2267,[0.29585432 0.81527129 0.66042498],0.159,69.3336341381073
2268,[0.34454754 0.6072853  0.37566204],0.075,59.13951086997986
2269,[0.60106298 0.78297168 0.71816652],0.295,71.47557234764099
2270,[0.58187283 0.71950871 0.80354626],0.257,60.4091317653656
2271,[0.37758789 0.2051822  0.6910953 ],0.095,70.34840679168701
2272,[0.20842397 0.65828519 0.73672521],0.043000000000000003,67.684321641922
2273,[0.33724224 0.22812781 0.74828545],0.10300000000000001,66.13030648231506
2274,[0.97525728 0.75383255 0.87191471],0.399,73.56823658943176
2275,[0.47672961 0.24963507 0.10928544],0.037000000000000005,58.08505129814148
2276,[0.14974705 0.2713792  0.78210661],0.17300000000000001,71.1248242855072
2277,[0.12862491 0.99876135 0.04157127],0.185,71.64134740829468
2278,[0.56967562 0.57539989 0.50149318],0.17300000000000001,71.68110918998718
2279,[0.1658899  0.46462716 0.84812822],0.069,58.98487162590027
2280,[0.25680662 0.36878614 0.30551348],0.083,68.74551367759705
2281,[0.39022884 0.61231392 0.52211827],0.10300000000000001,67.16637253761292
2282,[0.95764988 0.46920092 0.30409164],0.307,60.57826828956604
2283,[0.01805896 0.29362536 0.83209418],0.227,68.58147644996643
2284,[0.99581096 0.57264194 0.48231971],0.381,62.57597279548645
2285,[0.38617851 0.33177207 0.34986177],0.037000000000000005,57.423725843429565
2286,[0.8091282  0.3450164  0.57627875],0.181,61.4031925201416
2287,[0.14262051 0.88029117 0.30693397],0.109,68.30345702171326
2288,[0.45744307 0.25137395 0.16413379],0.045,68.72721123695374
2289,[0.93927625 0.7038131  0.92769847],0.399,73.44720816612244
2290,[0.0405016  0.55261093 0.59955471],0.093,69.10310244560242
2291,[0.96425112 0.71655775 0.63338793],0.399,73.13859939575195
2292,[0.26816809 0.89582974 0.59121646],0.183,70.38164901733398
2293,[8.46128110e-04 6.39536085e-01 8.60346580e-01],0.065,67.62711954116821
2294,[0.09871548 0.19208568 0.54379544],0.241,70.37564373016357
2295,[0.04173719 0.38758212 0.57799781],0.17300000000000001,71.07540965080261
2296,[0.24578644 0.85098371 0.09882116],0.14100000000000001,69.96909356117249
2297,[0.80179352 0.20946738 0.83418431],0.117,69.19579792022705
2298,[0.65555038 0.74617087 0.51943627],0.299,72.31531500816345
2299,[0.82140774 0.16202334 0.75381465],0.101,57.64929223060608
2300,[0.01928876 0.25100119 0.08494355],0.261,70.14802098274231
2301,[0.4520581  0.27626802 0.8825325 ],0.019000000000000003,57.59073519706726
2302,[0.04051646 0.76223094 0.87710065],0.013000000000000001,56.389538526535034
2303,[0.61971444 0.19722828 0.00137138],0.003,62.965087890625
2304,[0.08599661 0.82725655 0.64249762],0.063,58.68098735809326
2305,[0.90594387 0.69679729 0.10780646],0.395,72.11848187446594
2306,[0.64232268 0.31574271 0.62626554],0.085,70.31765031814575
2307,[0.17936949 0.79667039 0.70462327],0.095,70.04952383041382
2308,[0.52494011 0.60283684 0.43187005],0.163,60.38425326347351
2309,[0.51329041 0.50910224 0.33438432],0.109,67.8414580821991
2310,[0.27116669 0.38187666 0.109066  ],0.07300000000000001,69.28435158729553
2311,[2.97925885e-05 7.54424050e-01 8.73774459e-01],0.009000000000000001,64.60956454277039
2312,[0.34458748 0.29444643 0.7401141 ],0.067,69.04746270179749
2313,[0.88606161 0.04693984 0.18230626],0.081,59.99863314628601
2314,[0.09871892 0.35891856 0.83192818],0.153,67.5479736328125
2315,[0.0346292  0.33171617 0.94038456],0.199,72.08218050003052
2316,[0.57244999 0.31692963 0.86752243],0.057,58.581437826156616
2317,[0.75428072 0.05469422 0.88330708],0.019000000000000003,57.52329659461975
2318,[0.9180689  0.49991193 0.62809209],0.311,71.00999069213867
2319,[0.78386241 0.30333805 0.4764559 ],0.14500000000000002,70.08125281333923
2320,[0.40389006 0.34243266 0.63087472],0.017,66.66833877563477
2321,[0.77188948 0.44840582 0.5429601 ],0.211,69.48794102668762
2322,[0.13643811 0.34217965 0.44397855],0.151,59.00326752662659
2323,[0.58339519 0.90823512 0.50455859],0.343,70.40901756286621
2324,[0.89224135 0.61107501 0.35629997],0.34500000000000003,71.63072276115417
2325,[0.80474492 0.23941627 0.58081261],0.127,68.03193616867065
2326,[0.94449361 0.01293408 0.57792397],0.153,68.75983905792236
2327,[0.77307092 0.54387005 0.24607388],0.253,68.82354140281677
2328,[0.86832421 0.60748437 0.41654669],0.333,70.83606767654419
2329,[0.44102386 0.88444314 0.67430491],0.265,69.74586749076843
2330,[0.9898891  0.67142157 0.10743009],0.399,73.58753824234009
2331,[0.49318336 0.63639957 0.01540306],0.159,70.04275012016296
2332,[0.15561321 0.64522561 0.05187366],0,61.718286752700806
2333,[0.70883103 0.13426377 0.43380664],0.025,56.569260358810425
2334,[0.79696863 0.63761844 0.2042777 ],0.311,70.66502475738525
2335,[0.55991475 0.71565717 0.20839037],0.231,60.971986532211304
2336,[0.06709637 0.15413489 0.77993177],0.271,70.30518841743469
2337,[0.1990782  0.78037265 0.9560862 ],0.101,57.71322560310364
2338,[0.70661814 0.80688475 0.78482459],0.359,70.92599368095398
2339,[0.73239839 0.69442071 0.00892496],0.307,60.75862789154053
2340,[0.46188856 0.40041603 0.78232297],0.041,68.74294471740723
2341,[0.76751274 0.43939021 0.72994684],0.20900000000000002,68.27745056152344
2342,[0.17458467 0.86159014 0.07386118],0.111,68.94017624855042
2343,[0.46437793 0.32429524 0.83736479],0,61.481290340423584
2344,[0.38639253 0.11759552 0.68716586],0.133,68.90803527832031
2345,[0.18187072 0.9105527  0.72741079],0.151,59.36831736564636
2346,[0.73990001 0.31165078 0.95396731],0.139,69.35598516464233
2347,[0.41277215 0.26715029 0.65358133],0.049,69.77867293357849
2348,[0.82451349 0.93740402 0.41558809],0.399,73.28848576545715
2349,[0.73919477 0.08788056 0.92708648],0.029,67.57105779647827
2350,[0.00907429 0.54156419 0.29645827],0.121,68.46025919914246
2351,[0.39009786 0.44167686 0.49590594],0.021,67.02585220336914
2352,[0.80833164 0.47671595 0.50520784],0.243,69.63765931129456
2353,[0.02688034 0.36266052 0.82048421],0.187,61.6530020236969
2354,[0.30779477 0.87871836 0.4307013 ],0.191,71.30443286895752
2355,[0.27772587 0.12668633 0.2417934 ],0.193,70.54003810882568
2356,[0.61212014 0.20448375 0.97411641],0.023,67.78028059005737
2357,[0.86689676 0.49505805 0.95358   ],0.28900000000000003,70.25078678131104
2358,[0.05459658 0.65822748 0.47154682],0.037000000000000005,57.75612282752991
2359,[0.04424763 0.69758846 0.61718816],0.019000000000000003,57.5343873500824
2360,[0.68722744 0.22818394 0.07686333],0.053000000000000005,66.42198419570923
2361,[0.24141274 0.42413257 0.65943169],0.055,67.30035328865051
2362,[0.72424047 0.30427001 0.82562428],0.125,58.62414240837097
2363,[0.63564195 0.21402292 0.97448143],0.039,67.47448563575745
2364,[0.90914584 0.79678888 0.5712113 ],0.399,73.60249328613281
2365,[0.29348015 0.14732141 0.25482632],0.17500000000000002,59.598366260528564
2366,[0.5471516  0.41688963 0.24511613],0.079,69.17471408843994
2367,[0.67767818 0.50792659 0.13561919],0.187,61.43562316894531
2368,[0.27492829 0.36007976 0.26388474],0.079,68.62573957443237
2369,[0.94221682 0.21896307 0.81088462],0.189,70.84346961975098
2370,[0.01809781 0.60353967 0.07484033],0.091,70.0809268951416
2371,[0.26913819 0.98906588 0.03003197],0.221,69.49557614326477
2372,[0.37879444 0.44030509 0.37449141],0.011,66.76697134971619
2373,[0.70871113 0.77427589 0.72512942],0.343,70.45768475532532
2374,[0.26037714 0.54012473 0.84674876],0.013000000000000001,55.871986627578735
2375,[0.33914016 0.29055175 0.73363532],0.07100000000000001,68.54272055625916
2376,[0.00317808 0.71778951 0.37539074],0.035,68.11219120025635
2377,[0.81513057 0.88535592 0.49831846],0.399,73.2598044872284
2378,[0.47979504 0.3660898  0.79560904],0.033,67.14625668525696
2379,[0.15788883 0.39492789 0.24480854],0.121,68.56661605834961
2380,[0.10591961 0.76092209 0.88305158],0.045,68.55968356132507
2381,[0.7836709  0.20080887 0.27497545],0.091,69.84141635894775
2382,[0.59706576 0.25821047 0.30232929],0.027000000000000003,66.498526096344
2383,[0.51929576 0.80160438 0.5988952 ],0.261,70.65826463699341
2384,[0.96656084 0.33460514 0.7888891 ],0.257,60.689128398895264
2385,[0.56903761 0.20054488 0.11628758],0.017,66.75351905822754
2386,[0.49785012 0.20260455 0.39415813],0.043000000000000003,67.34707951545715
2387,[0.04285652 0.43460581 0.38003551],0.155,68.60224223136902
2388,[0.4636811  0.81161129 0.64358642],0.23900000000000002,69.60931634902954
2389,[0.3269856  0.02159693 0.14206873],0.221,68.57143998146057
2390,[0.50459988 0.88128847 0.45919743],0.28900000000000003,70.77906560897827
2391,[0.42033577 0.50638013 0.1302648 ],0.059000000000000004,68.37398409843445
2392,[0.80075658 0.49071794 0.07313497],0.23900000000000002,69.73530721664429
2393,[0.91304161 0.06845163 0.02818818],0.10300000000000001,67.74813437461853
2394,[0.0024378  0.54529197 0.32452934],0.121,69.01128911972046
2395,[0.06535505 0.04525803 0.47006138],0.331,61.71568703651428
2396,[0.07056552 0.19982691 0.74228413],0.247,70.1680326461792
